COUNTRY;YEAR;CODE;NDN;NDC;NDC per 1000 borns;NDN per 1000 borns;HE;PPV;RVC ;GNI;PBSF ;PB ;BR;PISF ;DD;PMS ;PFS ;HIV;LE ;TP;PPHIV 
Vanuatu;2000;VUT2000;5;31;3,50996376811594;0,566123188405797;52;40;No;1430;57,9;8832;32;53;15;28,5;3,1;200;61,9;276000;0,072463768115942
Tuvalu;2013;TUV2013;0;1;3,8586201574317;0;704;50;No;5590;83,3;259,16;23,56;92;361;50,8;22,7;70;66,9;11000;0,636363636363636
Tuvalu;2012;TUV2012;0;1;3,8933229511388;0;559;50;No;4420;83,3;256,85;23,35;91;358;50,8;22,7;70;66,9;11000;0,636363636363636
Indonesia;2012;IDN2012;4225;26879;4,84846976204636;0,762111118145983;108;5;No;3570;58,8;5543811;21;64;137;72;4;48000;62,1;263991000;0,01818243803766
Indonesia;2013;IDN2013;4031;25431;4,81664147641397;0,76347299718551;107;10;No;3730;59,7;5279820;20;65;139;73;4;48000;62,1;263991000;0,01818243803766
Philippines;2012;PHL2012;2047;13735;5,45465665249687;0,812936451959308;115;15;Yes;2980;71,8;2518032;24;73;325;46;9;10000;61,1;104918000;0,009531252978517
Philippines;2013;PHL2013;2032;13180;5,28045036808946;0,814102818509695;122;20;Yes;3300;72,5;2495999,22;23,79;74;330;45;9;10000;61,1;104918000;0,009531252978517
Viet m;2000;VNM2000;1960;7919;4,69765135228767;1,16269688729433;20;5;No;420;73,1;1685736;18;53;250;51;2;26000;62,1;93652000;0,02776235424764
Iran (Islamic Republic of);2000;IRN2000;1262;7059;4,57753306050138;0,818366159845976;229;5;No;1720;89,6;1542097;19;87;41;30;6;5400;61,8;81163000;0,006653277971489
Iraq;2000;IRQ2000;1316;6328;4,59249582698309;0,955076565788519;7;5;No;6140;84,8;1377900;36;75;54;33,1;2,9;4000;60,7;38275000;0,010450685826257
Iraq;2012;IRQ2012;1352;6289;4,6719052574163;1,00435934298407;282;5;No;6140;84,8;1346131,75;35,17;85;75;33,1;2,9;4000;60;38275000;0,010450685826257
Iraq;2013;IRQ2013;1341;6148;4,60117562731525;1,00360711064245;305;10;No;6850;85,6;1336180,25;34,91;86;78;33,1;2,9;4000;60;38275000;0,010450685826257
Algeria;2000;DZA2000;697;3923;4,74732562079481;0,843458057021153;60;5;No;1590;87;826360;20;84;13;21,7;0,9;1000;62,5;41318000;0,002420252674379
Peru;2000;PER2000;557;3632;4,70490698999948;0,721539976164568;95;80;Yes;2010;73,7;771960;24;63;20;17,9;4,5;2700;59,9;32165000;0,008394217316959
Guatemala;2012;GTM2012;383;2430;5,13099883443977;0,808712985016639;215;20;Yes;3090;62,9;473592;28;66;143;11,7;2,1;2900;62,2;16914000;0,017145559891214
Guatemala;2013;GTM2013;369;2258;4,94440283963756;0,808009144298609;222;24;Yes;3310;63,6;456678;27;66;146;11,7;2,1;2900;62,2;16914000;0,017145559891214
Dominican Republic;2000;DOM2000;287;1223;4,5435125847497;1,06622086003529;173;20;Yes;2630;82,9;269175;25;79;93;22;15;8300;63,2;10767000;0,077087396675026
Azerbaijan;2012;AZE2012;164;853;4,59792667465869;0,884009348937895;402;30;Yes;6480;84,7;185518,4;18,8;85;112;49;1;1000;64,7;9868000;0,010133765707337
Kyrgyzstan;2012;KGZ2012;80;865;5,07704190995382;0,46955300901307;84;15;Yes;1040;93;170374,8;27,6;96;29;50;4;1000;63,9;6173000;0,016199578810951
Kyrgyzstan;2013;KGZ2013;81;852;5,07427983343021;0,482413927826112;87;40;Yes;1190;93,1;167905,6;27,2;96;30;50;4;1000;63,9;6173000;0,016199578810951
Armenia;2000;ARM2000;71;257;4,61649003053709;1,27537273217173;39;20;Yes;660;89,5;55670;19;90;108;67;3;1000;66,9;2930000;0,034129692832765
Cabo Verde;2000;CPV2000;10;73;4,61033219653909;0,631552355690287;59;15;No;1380;68,1;15834;29;37;108;14;6;200;61,1;546000;0,036630036630037
Vanuatu;2012;VUT2012;7;34;4,56253354804079;0,939345142243693;116;45;No;2950;57,9;7452;27;53;20;28,5;3,1;200;64,6;276000;0,072463768115942
Vanuatu;2013;VUT2013;7;34;4,56253354804079;0,939345142243693;123;45;No;3200;57,9;7452;27;53;21;28,5;3,1;200;64,6;276000;0,072463768115942
Sao Tome and Principe;2013;STP2013;7;34;4,76190476190476;0,980392156862745;110;97;Yes;1480;34,5;7140;35;38;195;6,9;1,2;2000;59;204000;0,980392156862745
Micronesia (Federated States of);2013;FSM2013;3;13;5,11006289308176;1,17924528301887;407;61;Yes;3180;57;2544;24;68;148;39,4;11,5;700;62,5;106000;0,660377358490566
Chi;2000;CHN2000;52387;122096;6,30149030741235;2,70374273304949;43;15;No;940;73,1;19375734;14;61;134;56;4;7000;64,6;1383981000;0,000505787290432
Philippines;2000;PHL2000;2575;18581;5,90334038646054;0,818099213989338;33;10;Yes;1220;71,8;3147540;30;67;262;59;13;500;58,8;104918000;0,000476562648926
Egypt;2000;EGY2000;2964;14424;5,91432349594579;1,21533935399219;80;20;No;1290;94,7;2438825;25;92;70;36;1;500;59,9;97553000;0,0005125419003
Kenya;2012;KEN2012;2350;10925;6,10608093002459;1,3134361725911;42;82;Yes;1060;29,6;1789200;36;30;77;26;2;62000;55,6;49700000;0,124748490945674
Kenya;2013;KEN2013;2310;10821;6,22075308996838;1,32796780684105;45;75;Yes;1150;29,9;1739500;35;30;79;26;2;62000;55,6;49700000;0,124748490945674
South Africa;2013;ZAF2013;758;7694;6,46870446831604;0,637285935402074;593;69;Yes;7400;65,3;1189419;21;71;44;32;7;270000;54,4;56639000;0,476703331626618
Gha;2013;GHA2013;1579;5852;6,15014681741463;1,65944665493809;100;89;Yes;1730;14,7;951522;33;14;116;12;1;20000;55,3;28834000;0,069362558091142
Nepal;2013;NPL2013;858;3642;5,91805396446243;1,39420381699856;39;1;Yes;720;42,6;615405;21;43;195;37;13;1000;61,2;29305000;0,003412386964682
Rwanda;2012;RWA2012;456;2669;6,43020969855832;1,09860457944646;70;99;Yes;650;59,1;415072;34;59;437;16,3;6;7500;56,6;12208000;0,061435124508519
Rwanda;2013;RWA2013;429;2451;6,08393899678303;1,064875491481;71;99;Yes;680;60;402864;33;60;449;16,3;6;7500;56,6;12208000;0,061435124508519
Cambodia;2012;KHM2012;407;2338;5,84317400812246;1,01718213058419;69;25;Yes;880;37,2;400125;25;41;84;45;4;1000;58,1;16005000;0,006248047485161
Cambodia;2013;KHM2013;381;2193;5,70915338956576;0,991877538269291;76;35;Yes;960;39;384120;24;44;85;45;3;1000;58,1;16005000;0,006248047485161
Tajikistan;2013;TJK2013;262;1611;5,82532697404819;0,94738402681603;70;12;No;1310;94,7;276551;31;95;58;30;2,6;1300;62,1;8921000;0,014572357359041
Tajikistan;2012;TJK2012;272;1615;5,83979085232019;0,983543722496031;61;10;No;1140;94,4;276551;31;95;57;30;2,6;1300;62,1;8921000;0,014572357359041
Bolivia (Pluritiol State of);2012;BOL2012;332;1671;6,04777415852334;1,20159247195078;149;35;Yes;2280;48,4;276300;25;50;9;34;19;1100;62,5;11052000;0,009952949692363
Bolivia (Pluritiol State of);2013;BOL2013;321;1592;6,00193026903125;1,21018820123055;174;45;Yes;2620;49,3;265248;24;51;10;33;18;1100;62,5;11052000;0,009952949692363
Nicaragua;2000;NIC2000;186;1020;6,07555126693113;1,10789464279332;54;90;Yes;970;66,8;167886;27;60;42;17,2;5,7;1100;54,6;6218000;0,017690575747829
El Salvador;2000;SLV2000;105;888;5,56914393226717;0,658513640639699;176;80;Yes;2140;72,6;159450;25;82;283;18,2;2,6;2100;58,6;6378000;0,032925682031985
Gabon;2000;GAB2000;77;418;6,25514403292181;1,1522633744856;118;15;Yes;3090;41,4;66825;33;39;5;19,1;2,9;6100;52,1;2025000;0,301234567901235
Albania;2000;ALB2000;60;265;5,75286557832581;1,30253560263981;70;90;Yes;1170;92,1;46064;16;88;113;57;12;100;64,1;2879000;0,003473428273706
Bhutan;2012;BTN2012;16;89;5,79729025534132;1,04220948410631;90;20;No;2290;49,4;15352;19;61;20;16,7;3,5;40000;61,2;808000;4,95049504950495
Bhutan;2013;BTN2013;16;80;5,5005500550055;1,1001100110011;90;30;No;2300;49,7;14544;18;62;20;16,7;3,5;40000;61,2;808000;4,95049504950495
Maldives;2000;MDV2000;15;54;5,55041628122109;1,54178230033919;162;40;No;8260;98;9729;23;78;953;34,5;7,7;700;61,7;423000;0,16548463356974
Sao Tome and Principe;2012;STP2012;7;43;6,0258523077613;0,980952701263467;109;95;Yes;1270;34,4;7135,92;34,98;36;191;6,9;1,2;2000;59;204000;0,980392156862745
Micronesia (Federated States of);2012;FSM2012;3;14;5,50314465408805;1,17924528301887;404;60;Yes;3070;57;2544;24;68;148;39,4;11,5;700;62,5;106000;0,660377358490566
Marshall Islands;2013;MHL2013;1;9;6,24076886272389;0,693418762524876;630;38;Yes;4300;76,7;1442,13;27,21;87;293;28,4;4,9;300;67;53000;0,566037735849057
Indonesia;2000;IDN2000;6514;43285;7,4529055914785;1,1215947100125;15;5;No;580;58,8;5807802;22;44;117;56;6;23000;59,4;263991000;0,008712418226379
Bangladesh;2012;BGD2012;4922;23203;6,70981212063376;1,42333729508078;26;25;Yes;940;57,7;3458070;21;43;1196;44;1;1500;62,4;164670000;0,00091091273456
Bangladesh;2013;BGD2013;4547;21453;6,51393696483877;1,38064006801482;32;40;Yes;1010;58,7;3293400;20;44;1211;42;1;1500;62,4;164670000;0,00091091273456
South Africa;2012;ZAF2012;861;8071;6,75350638855263;0,720452112568927;651;70;Yes;7620;64,7;1195082,9;21,1;71;43;32;7;270000;54,4;56639000;0,476703331626618
Gha;2012;GHA2012;1624;6486;6,81644775422954;1,70673930818205;86;43;Yes;1560;14,4;951522;33;14;113;12;1;20000;55,3;28834000;0,069362558091142
Morocco;2000;MAR2000;1045;5386;6,84997710739177;1,32904308897594;54;65;Yes;1390;75,6;786280;22;69;65;33;4;1400;60,1;35740000;0,003917179630666
Malawi;2012;MWI2012;1074;5501;7,38508216088497;1,44184298141983;32;89;Yes;440;39,7;744880;40;42;171;27;7;36000;51,2;18622000;0,193319729352379
Malawi;2013;MWI2013;1040;5417;7,4587818653977;1,43199799520281;26;99;Yes;390;40,1;726258;39;42;176;26;7;36000;51,2;18622000;0,193319729352379
Nepal;2012;NPL2012;926;4039;6,56315759540465;1,50470015680731;36;1;Yes;690;41,1;615405;21;41;193;39;14;1000;61,2;29305000;0,003412386964682
Kazakhstan;2000;KAZ2000;269;1809;6,70148921982663;0,996517744684004;52;30;Yes;1260;97,5;269940;15;97;6;57;12;1000;57,7;17996000;0,005556790397866
Papua New Guinea;2013;PNG2013;371;1781;7,44319392842665;1,55049126751616;94;5;Yes;2700;18,9;239279;29;19;17;51,2;21,5;2800;56,4;8251000;0,033935280572052
mibia;2000;M2000;94;594;7,32537490134175;1,15923441199684;126;50;Yes;2110;33,1;81088;32;28;2;29;15;20000;50,2;2534000;0,789265982636148
Gabon;2013;GAB2013;84;414;6,59498207885305;1,33811230585424;441;25;Yes;9330;41,6;62775;31;41;7;19,1;2,9;1700;57,2;2025000;0,083950617283951
Gabon;2012;GAB2012;85;420;6,69056152927121;1,35404221425727;399;20;Yes;9040;41,4;62775;31;41;7;19,1;2,9;1700;57,2;2025000;0,083950617283951
Marshall Islands;2000;MHL2000;2;16;6,68334718735511;0,835418398419388;466;22;Yes;2850;76,2;2394,01;45,17;87;290;28,4;4,9;300;65,24;53000;0,566037735849057
Marshall Islands;2012;MHL2012;2;10;6,705019377506;1,3410038755012;589;46;Yes;3980;76,2;1491,42;28,14;87;293;28,4;4,9;300;67;53000;0,566037735849057
India;2012;IND2012;41811;224417;7,97990099129602;1,48673068594214;58;5;No;1480;37,5;28122780;21;40;425;23;2;80000;59,6;1339180000;0,005973804865664
India;2013;IND2013;38845;203491;7,59759703699279;1,450327812542;61;10;No;1520;38,5;26783600;20;41;430;22;2;80000;59,6;1339180000;0,005973804865664
United Republic of Tanzania;2013;TZA2013;3342;18682;8,14953760251265;1,45786075728494;49;80;Yes;840;14,5;2292400;40;21;57;29;4;55000;54,2;57310000;0,095969289827255
South Africa;2000;ZAF2000;1666;11136;8,19223503239817;1,22559838038572;246;60;Yes;3070;64,7;1359336;24;59;37;35;13;540000;50;56639000;0,953406663253235
Yemen;2012;YEM2012;1635;7779;8,34432823813355;1,7538213998391;76;67;Yes;1060;53,3;932250;33;56;47;26,2;6,8;1100;57,7;28250000;0,003893805309735
Madagascar;2013;MDG2013;1169;6920;7,73197316156137;1,30616714246607;20;76;Yes;440;11,7;894985;35;9;39;26,6;1,6;4300;56,9;25571000;0,016815924289234
Senegal;2013;SEN2013;807;4967;8,03475959617528;1,30542601049194;46;80;Yes;1050;46,6;618189;39;47;73;22;1;1100;58,3;15851000;0,006939625260236
Senegal;2012;SEN2012;827;5170;8,3631381341305;1,33777857580772;44;78;Yes;1040;46,1;618189;39;46;71;22;1;1100;58,3;15851000;0,006939625260236
Guatemala;2000;GTM2000;628;4691;7,92412033987061;1,06082873021504;94;15;Yes;1660;62,9;591990;35;59;109;11,7;2,1;3200;57,2;16914000;0,01891923850065
Papua New Guinea;2000;PNG2000;382;2312;8,24142528178403;1,3616887792567;26;2;Yes;600;18,9;280534;34;19;12;51,2;21,5;4500;52,7;8251000;0,054538843776512
Romania;2000;ROU2000;317;1565;7,99040130705606;1,61850301235576;73;5;No;1720;78,3;195860;10;82;98;53;27;1000;63;19586000;0,005105687736138
Gambia;2013;GMB2013;154;754;8,34597035741563;1,70461463533423;29;98;Yes;510;58,8;90343;43;43;184;24,9;0,8;1300;53,8;2101000;0,061875297477392
Gambia;2012;GMB2012;155;753;8,36407844905771;1,72168945498532;31;96;Yes;510;58,7;90027,85;42,85;44;178;24,9;0,8;1300;53,8;2101000;0,061875297477392
mibia;2012;M2012;82;585;7,69534333070245;1,07866350960274;472;60;Yes;5510;33,1;76020;30;33;3;36;12;9600;57,5;2534000;0,378847671665351
mibia;2013;M2013;82;580;7,62957116548277;1,07866350960274;423;70;Yes;5800;33,6;76020;30;100;3;37;12;9600;57,5;2534000;0,378847671665351
Georgia;2000;GEO2000;142;364;8,16509645580978;3,18528488111261;45;2;Yes;750;88,1;44580;12;96;77;63;7;500;64,1;3715000;0,013458950201884
Djibouti;2013;DJI2013;46;202;8,44305120167189;1,9226750261233;137;82;Yes;1400;47,3;23925;25;51;39;38,9;7,4;500;55,8;957000;0,052246603970742
Tuvalu;2000;TUV2000;1;2;8,34794223223975;4,17397111611988;161;10;No;4420;83,3;239,58;21,78;91;315;50,8;22,7;70;66,9;11000;0,636363636363636
Uganda;2012;UGA2012;2678;16960;8,99271039018607;1,41995745429943;57;45;Yes;610;18,5;1885972;44;18;181;18;3;52000;54;42863000;0,121316753377038
Uganda;2013;UGA2013;2646;16419;8,90831741367439;1,43561775239554;59;45;Yes;620;18,8;1843109;43;19;187;17;3;52000;54;42863000;0,121316753377038
Gha;2000;GHA2000;1767;8631;8,55240341263786;1,75090914495784;12;39;Yes;340;14,4;1009190;35;11;83;9;1;30000;50,2;28834000;0,104043837136714
Yemen;2013;YEM2013;1650;7940;8,51702869401984;1,76991150442478;74;73;Yes;1240;53,3;932250;33;57;48;26,2;6,8;1100;57,7;28250000;0,003893805309735
Madagascar;2012;MDG2012;1193;8330;9,3074185600876;1,33298323435588;15;70;Yes;430;11,6;894985;35;9;38;26,6;1,6;4300;56,9;25571000;0,016815924289234
Burundi;2013;BDI2013;754;4474;9,35951934663275;1,57735305931182;21;96;Yes;280;47,8;478016;44;50;374;24,6;9,8;2200;52,2;10864000;0,020250368188513
Papua New Guinea;2012;PNG2012;377;2106;8,80144099565779;1,57556659798812;97;4;Yes;2380;18,9;239279;29;19;16;51,2;21,5;2800;56,4;8251000;0,033935280572052
Sao Tome and Principe;2000;STP2000;9;72;8,82352941176471;1,10294117647059;46;91;Yes;1270;34,4;8160;40;21;144;6,9;1,2;2000;54,8;204000;0,980392156862745
Kiribati;2013;KIR2013;5;31;9,21521997621879;1,48632580261593;166;40;Yes;2840;39,7;3364;29;40;134;66;42;400;58,7;116000;0,344827586206897
United Republic of Tanzania;2012;TZA2012;3364;22328;9,74001046937707;1,46745768626767;42;78;Yes;770;14;2292400;40;20;55;29;4;55000;54,2;57310000;0,095969289827255
Mozambique;2013;MOZ2013;2161;11591;9,76692844383026;1,82092419697327;40;45;Yes;590;20,3;1186760;40;22;34;33;6;83000;49,6;29669000;0,279753277832081
Cote d'Ivoire;2000;CIV2000;2153;10322;10,3624654274944;2,16144042485907;40;1;Yes;640;21,6;996095;41;22;52;18,7;1,8;62000;41,9;24295000;0,255196542498456
Burki Faso;2000;BFA2000;1568;8883;10,0614127886299;1,77600982242167;12;75;Yes;250;18,6;882878;46;10;42;24;9;7700;43,4;19193000;0,040118793310061
Burki Faso;2012;BFA2012;1279;8014;10,1840991316702;1,62533850628977;40;80;Yes;650;18,6;786913;41;20;61;33;5;3400;52,6;19193000;0,017714791851196
Zambia;2013;ZMB2013;1041;7056;10,3194103194103;1,52246402246402;93;70;Yes;1730;43,5;683760;40;30;20;27;5;59000;53,7;17094000;0,345150345150345
Uzbekistan;2000;UZB2000;963;6710;9,90402980360206;1,42139801801323;29;75;Yes;630;100;677502;21;89;58;30;2;7700;60;32262000;0,023867088215238
Burundi;2012;BDI2012;763;4648;9,72352389878163;1,5961808809747;21;96;Yes;260;47,5;478016;44;49;363;24,6;9,8;2200;52,2;10864000;0,020250368188513
Togo;2000;TGO2000;510;3043;10,005852914291;1,67695858898731;14;25;Yes;290;11,5;304122;39;11;91;13,8;1,5;14000;47,7;7798000;0,179533213644524
Eritrea;2012;ERI2012;227;1549;9,61729498832762;1,40937763870263;15;85;Yes;210;15,3;161064;36;11;;11,3;0,6;1000;55,7;4474000;0,022351363433169
Eritrea;2013;ERI2013;222;1495;9,60209434844491;1,42586283970219;17;90;Yes;210;15,4;155695,2;34,8;11;;11,3;0,6;1000;55,7;4474000;0,022351363433169
Turkmenistan;2012;TKM2012;198;1275;10,0650478385803;1,56304272316777;128;1;No;5560;11,5;126676;22;96;11;36,8;3,1;10000;59,8;5758000;0,173671413685307
Turkmenistan;2013;TKM2013;198;1251;10,3458542152533;1,6374733290329;158;1;No;6530;11,6;120918;21;96;11;36,8;3,1;10000;59,8;5758000;0,173671413685307
Equatorial Guinea;2012;GNQ2012;93;467;10,2304591657904;2,03732912723449;769;8;No;13760;74,9;45648;36;75;37;16,4;1,5;2300;51,3;1268000;0,181388012618297
Swaziland;2012;SWZ2012;50;418;10,055214675225;1,20277687502691;265;57;Yes;3930;57,5;41570,47;30,41;56;73;18;2;8800;50,9;1367000;0,643745427944404
Swaziland;2013;SWZ2013;48;394;9,60741282613997;1,17044623262619;256;59;Yes;4010;57,5;41010;30;57;74;18;2;8800;50,9;1367000;0,643745427944404
Djibouti;2012;DJI2012;47;239;9,60533719154409;1,88891568201913;139;80;Yes;1400;47,3;24882;26;51;38;38,9;7,4;500;55,8;957000;0,052246603970742
Kiribati;2012;KIR2012;5;34;10,1070154577883;1,48632580261593;177;35;Yes;2450;39,7;3364;29;40;132;67;43;400;58,7;116000;0,344827586206897
Micronesia (Federated States of);2000;FSM2000;5;31;9,74842767295598;1,57232704402516;170;49;Yes;2060;57;3180;30;68;153;39,4;11,5;700;60,2;106000;0,660377358490566
Pakistan;2013;PAK2013;16621;65905;11,1505326132565;2,81212355003316;37;66;Yes;1360;60;5910480;30;55;236;41;4;19000;57,8;197016000;0,009643886790921
Ethiopia;2013;ETH2013;8504;38434;11,0966078171696;2,45526234264479;25;63;Yes;470;25,5;3463581;33;7;95;9;1;30000;56,1;104957000;0,028583134045371
Kenya;2000;KEN2000;3060;21515;10,8224346076459;1,53923541247485;19;60;Yes;420;29,6;1988000;40;31;55;31;3;120000;45,5;49700000;0,241448692152917
Sudan;2013;SDN2013;2527;15058;11,2575686552446;1,8892200818039;115;30;Yes;1220;23,6;1337589;33;32;21;8,3;1;5000;55,9;40533000;0,012335627760097
Mozambique;2012;MOZ2012;2186;12850;10,8278000606694;1,84198995584617;33;40;Yes;520;19,8;1186760;40;21;33;33;6;83000;49,6;29669000;0,279753277832081
Myanmar;2012;MMR2012;1662;11354;11,1966975954811;1,63897405352207;20;1;No;1140;79,4;1014049;19;66;78;35;8;11000;59,1;53371000;0,020610443874014
Myanmar;2013;MMR2013;1604;10443;10,8704477462792;1,66965414009689;14;1;No;1230;79,5;960678;18;65;79;34;7;11000;59,1;53371000;0,020610443874014
Burki Faso;2013;BFA2013;1259;8540;10,8525338887526;1,5999227360585;46;85;Yes;690;19;786913;41;21;62;34;5;3400;52,6;19193000;0,017714791851196
Zambia;2012;ZMB2012;1056;7369;10,5143153923642;1,50673321405029;84;65;Yes;1670;43,2;700854;41;30;20;27;5;59000;53,7;17094000;0,345150345150345
Togo;2012;TGO2012;506;3142;10,8898331519516;1,75374143058165;48;30;Yes;470;11,5;288526;37;13;126;13,8;1,5;4100;52,8;7798000;0,052577583995896
Togo;2013;TGO2013;504;3088;10,9755813219491;1,7913513556549;54;30;Yes;490;11,6;281351,84;36,08;14;129;13,8;1,5;4100;52,8;7798000;0,052577583995896
Gambia;2000;GMB2000;156;1050;11,1058226241472;1,65000793273045;23;90;Yes;680;58,7;94545;45;55;122;24,9;0,8;2000;49;2101000;0,095192765349833
Mongolia;2000;MNG2000;66;620;10,6084456916022;1,12928615426733;22;5;No;470;57,9;58444;19;48;2;57;9;100;56,7;3076000;0,003250975292588
Equatorial Guinea;2000;GNQ2000;79;551;10,5985996768485;1,5195814418712;55;5;No;760;74,9;51988;41;80;22;16,4;1,5;1700;46,1;1268000;0,134069400630915
Timor-Leste;2012;TLS2012;75;569;11,2575182019626;1,48385565052232;68;1;No;4090;39,8;50544;39;41;78;61;21;5000;61,1;1296000;0,385802469135802
Timor-Leste;2013;TLS2013;73;525;10,6603313840156;1,48229369720598;59;1;No;3570;40,1;49248;38;42;80;61;21;5000;61,1;1296000;0,385802469135802
Equatorial Guinea;2013;GNQ2013;93;485;10,9283461018477;2,09553853086976;714;10;No;13630;74,5;44380;35;75;39;16,4;1,5;2300;51,3;1268000;0,181388012618297
Republic of Moldova;2000;MDA2000;222;418;10,7223476297968;5,69464395649497;23;1;Yes;370;75,8;38984;11;72;127;41;6;1000;60,4;3544000;0,028216704288939
Kiribati;2000;KIR2000;5;38;10,567296996663;1,39043381535039;65;30;Yes;1330;39,7;3596;31;30;104;82;51;400;56,8;116000;0,344827586206897
Ethiopia;2012;ETH2012;8876;41718;12,0447594556039;2,56266563420922;22;38;Yes;410;24,3;3463581;33;6;92;9;1;30000;56,1;104957000;0,028583134045371
Uganda;2000;UGA2000;2665;25550;12,1650041161041;1,26887420623943;19;40;Yes;270;18,5;2100287;49;15;120;28;5;95000;40;42863000;0,221636376361897
Sudan;2012;SDN2012;2546;16136;11,7086876198189;1,84744166336507;113;25;Yes;1720;23,5;1378122;34;31;20;8,3;1;5000;55,9;40533000;0,012335627760097
Mozambique;2000;MOZ2000;2544;16589;12,4252399624;1,90546810924983;15;30;Yes;280;19,8;1335105;45;12;23;43;8;160000;42,3;29669000;0,53928342714618
Afghanistan;2013;AFG2013;3408;15407;12,3895299746693;2,74054119255358;55;30;Yes;670;31,1;1243550;35;37;49;22,9;2,8;1000;52,3;35530000;0,002814522938362
Bolivia (Pluritiol State of);2000;BOL2000;540;3942;11,5057265945151;1,57612693075549;60;30;Yes;990;48,4;342612;31;38;8;51;26;1900;55,7;11052000;0,017191458559537
Comoros;2012;COM2012;59;347;12,1797121797122;2,07090207090207;54;20;No;810;34,2;28490;35;33;389;24;7;100;55,9;814000;0,012285012285012
Comoros;2013;COM2013;58;338;12,2127475068652;2,0956785662668;51;20;No;830;35;27676;34;34;398;24;7;100;55,9;814000;0,012285012285012
Bhutan;2000;BTN2000;36;280;12,3762376237624;1,59123055162659;52;10;No;770;49,4;22624;28;53;14;16,7;3,5;40000;52,9;808000;4,95049504950495
Pakistan;2012;PAK2012;16869;74582;12,6186028884287;2,85408291712348;34;65;Yes;1260;58,3;5910480;30;53;231;41;4;19000;57,8;197016000;0,009643886790921
United Republic of Tanzania;2000;TZA2000;3725;32435;13,4751684655715;1,54755672989838;10;70;Yes;300;14;2407020;42;7;39;38;5;130000;43;57310000;0,226836503228058
Afghanistan;2012;AFG2012;3535;16191;12,6583169152829;2,76370516308597;58;15;Yes;670;30,5;1279080;36;36;47;22,9;2,8;500;52,3;35530000;0,001407261469181
Nepal;2000;NPL2000;2539;11840;12,6258317693226;2,70751578228971;12;1;Yes;230;41,1;937760;32;19;166;46;24;5300;55,1;29305000;0,018085650912814
Cameroon;2012;CMR2012;1665;11664;12,7607619697785;1,82155938611808;61;84;Yes;1390;45,2;914052;38;39;45;34;1;32000;50,3;24054000;0,133034006817993
Cameroon;2013;CMR2013;1646;11208;12,593286726487;1,84944235829743;67;88;Yes;1450;45,4;889998;37;39;46;39;1;32000;50,3;24054000;0,133034006817993
Malawi;2000;MWI2000;1418;10280;12,5462551625155;1,73060212261157;9;85;Yes;150;39,7;819368;44;34;121;33;10;36000;37,4;18622000;0,193319729352379
Lao People's Democratic Republic;2012;LAO2012;381;2536;13,4811195750853;2,02535747559444;27;68;Yes;1350;64,6;188114,94;27,43;64;28;60;11;1000;57,9;6858000;0,014581510644503
Lao People's Democratic Republic;2013;LAO2013;367;2419;13,0639534255749;1,98200533575278;32;70;Yes;1590;67,6;185166;27;67;28;59;10;1000;57,9;6858000;0,014581510644503
Liberia;2013;LBR2013;280;2279;13,3781816474124;1,64365548980934;44;40;Yes;370;16,4;170352;36;16;45;26;3;2900;52,7;4732000;0,061284868977177
Liberia;2012;LBR2012;283;2277;13,3664412510566;1,66126608434301;39;30;Yes;340;16,1;170352;36;16;43;25;3;2900;52,7;4732000;0,061284868977177
Mauritania;2000;MRT2000;302;2174;12,9435579899976;1,79804715408431;25;1;Yes;520;38,2;167960;38;23;3;24;6;500;52;4420000;0,01131221719457
Turkmenistan;2000;TKM2000;195;1805;13,0615375709158;1,41108023619312;44;1;No;600;11,5;138192;24;95;10;36,8;3,1;10000;57,3;5758000;0,173671413685307
Lesotho;2013;LSO2013;164;845;13,0487823710178;2,53254474419754;123;25;Yes;1490;29,8;64757;29;39;70;51;1;21000;46,6;2233000;0,940438871473354
Lesotho;2012;LSO2012;165;847;13,0796670630202;2,54798709019874;138;18;Yes;1550;29,3;64757;29;37;69;50;1;21000;46,6;2233000;0,940438871473354
Djibouti;2000;DJI2000;69;398;13,4155796002292;2,32581656385883;44;70;Yes;770;47,3;29667;31;51;31;38,9;7,4;1700;50,3;957000;0,177638453500522
India;2000;IND2000;86530;487137;13,9906797156009;2,48516026454765;20;5;No;440;37,5;34818680;26;22;354;36;7;250000;54,2;1339180000;0,0186681402052
Bangladesh;2000;BGD2000;12217;63609;13,7957733649116;2,64967163764759;9;20;Yes;420;57,7;4610760;28;25;1011;64;6;500;56,3;164670000;0,000303637578187
Yemen;2000;YEM2000;2005;15100;13,7054685727252;1,81983208531881;26;60;Yes;370;53,3;1101750;39;41;34;26,2;6,8;500;53;28250000;0,001769911504425
Niger;2013;NER2013;1940;15452;14,3893467430274;1,80658378730735;27;5;Yes;400;10,5;1073850;50;12;15;17;1;1800;54,2;21477000;0,008381058807096
Cote d'Ivoire;2012;CIV2012;2010;13224;14,3239349660424;2,17718612233403;80;1;Yes;1240;21,6;923210;38;28;67;18,7;1,8;20000;47;24295000;0,082321465322083
Guinea;2012;GIN2012;832;6590;13,6369468138381;1,72169040198988;22;5;No;630;18,9;483246;38;19;46;12,5;2;8300;51,7;12717000;0,06526696547928
