COUNTRY;YEAR;CODE;NDN;HE;PPV;RVC ;GNI;PBSF ;PB ;BR;PISF ;DD;PMS ;PFS ;HIV;LE ;TP;PPHIV 
Surime;2012;SUR2012;1;437;60;No;8610;79,3;10697;19;79;3;9,9;2,3;500;63,1;563000;0,088809946714032
Surime;2013;SUR2013;1;445;80;No;9030;79,2;10134;18;79;3;9,9;2,3;500;63,1;563000;0,088809946714032
Samoa;2012;WSM2012;1;243;60;No;3780;91,6;5292;27;97;67;45;20;1000;66,6;196000;0,510204081632653
Samoa;2013;WSM2013;1;271;60;No;3920;91,5;5096;26;97;67;44;19;1000;66,6;196000;0,510204081632653
Tonga;2000;TON2000;1;92;20;No;2050;91,3;3024;28;89;136;54;15;200;64,3;108000;0,185185185185185
Tonga;2012;TON2012;1;197;25;No;4220;91,3;2808;26;93;146;48;13;200;66;108000;0,185185185185185
Tonga;2013;TON2013;1;204;30;No;4330;91,1;2700;25;93;146;48;13;200;66;108000;0,185185185185185
Saint Vincent and the Gredines;2013;VCT2013;1;345;90;No;6550;90;1760;16;86;280;15,6;2,2;550;64,6;110000;0,5
Brazil;2000;BRA2000;2;265;80;Yes;3860;81,6;4185760;20;73;21;29;19;42000;61,9;209288000;0,02006804021253
Mexico;2000;MEX2000;2;328;70;Yes;5810;83,7;3099912;24;76;52;37;13;12000;65,6;129163000;0,009290586313418
Egypt;2013;EGY2013;2;151;90;No;2790;94,7;2731484;28;93;90;47;1;1600;62,2;97553000;0,001640134080961
Egypt;2012;EGY2012;2;158;80;No;2520;94,7;2731484;28;93;88;46;1;1600;62,2;97553000;0,001640134080961
Viet m;2012;VNM2012;2;102;40;No;1550;73,1;1592084;17;74;286;48;1;11000;66,6;93652000;0,011745611412463
Viet m;2013;VNM2013;2;111;40;No;1740;74,7;1592084;17;75;289;48;1;11000;66,6;93652000;0,011745611412463
Russian Federation;2000;RUS2000;2;96;30;No;1710;72,2;1298079;9;84;9;67;22;200000;58,3;144231000;0,138666444800355
Algeria;2012;DZA2012;2;319;10;No;5140;87;1032950;25;87;16;21,7;0,9;1000;66,3;41318000;0,002420252674379
Algeria;2013;DZA2013;2;314;25;No;5480;87,2;1032950;25;87;16;21,7;0,9;1000;66,3;41318000;0,002420252674379
Colombia;2000;COL2000;1;148;80;Yes;2320;80,2;1030386;21;76;36;25;11;7700;62,4;49066000;0,015693148004728
Morocco;2013;MAR2013;2;189;80;Yes;3080;76,5;750540;21;82;76;44;2;1000;65,1;35740000;0,002797985450476
Morocco;2012;MAR2012;2;181;72;Yes;2970;75,6;750540;21;81;75;43;2;1000;65,1;35740000;0,002797985450476
Syrian Arab Republic;2000;SYR2000;2;58;10;No;970;95,7;566370;31;93;89;28,3;6,3;30000;61,8;18270000;0,164203612479475
Ecuador;2000;ECU2000;1;53;80;Yes;1540;82,8;415625;25;71;51;21;5;1900;63,9;16625000;0,011428571428571
Ukraine;2000;UKR2000;2;36;60;No;700;95,8;358208;8;95;85;60;16;24000;60,6;44776000;0,053600142933715
Honduras;2013;HND2013;1;196;97;Yes;2040;81,3;203830;22;78;77;36;2;1000;64,9;9265000;0,010793308148948
Honduras;2012;HND2012;1;221;95;Yes;2000;80;203830;22;76;76;37;2;1000;64,9;9265000;0,010793308148948
Romania;2012;ROU2012;2;468;10;No;8740;78,3;195860;10;82;87;40;23;1000;66,8;19586000;0,005105687736138
Romania;2013;ROU2013;1;504;15;No;9260;78,6;178232,6;9,1;82;87;39;23;1000;66,8;19586000;0,005105687736138
Paraguay;2013;PRY2013;2;395;90;Yes;4180;86,8;149842;22;89;16;30;8;1300;65,4;6811000;0,019086771399207
Paraguay;2012;PRY2012;2;358;82;Yes;3430;85,4;149842;22;88;16;31;9;1300;65,4;6811000;0,019086771399207
Libya;2000;LBY2000;1;253;20;Yes;10860;96,6;140250;22;100;3;29,5;0,9;6000;62,1;6375000;0,094117647058824
Mongolia;2013;MNG2013;2;244;50;No;4350;58,5;73824;24;58;2;49;6;100;62,1;3076000;0,003250975292588
Mongolia;2012;MNG2012;2;232;35;No;3660;57,9;73824;24;58;2;49;6;100;62,1;3076000;0,003250975292588
Republic of Moldova;2013;MDA2013;3;263;1;Yes;2470;76,1;38984;11;78;124;45;5;1600;64,9;3544000;0,045146726862303
Republic of Moldova;2012;MDA2012;3;241;1;Yes;2140;75,8;38984;11;77;124;45;5;1600;64,9;3544000;0,045146726862303
Fiji;2000;FJI2000;1;80;75;Yes;2230;91,1;22650;25;80;44;52;15;200;60,8;906000;0,022075055187638
Fiji;2012;FJI2012;1;184;85;Yes;4100;91,1;19026;21;92;48;41;13;200;62,9;906000;0,022075055187638
Fiji;2013;FJI2013;1;189;87;Yes;4640;91,1;18120;20;93;48;40;13;200;62,9;906000;0,022075055187638
Cabo Verde;2012;CPV2012;2;163;40;No;3380;68,1;12012;22;63;128;20;4;200;64,2;546000;0,036630036630037
Bahamas;2000;BHS2000;2;1107;30;Yes;19020;92;7110;18;89;30;15,8;4,5;500;63,8;395000;0,126582278481013
Samoa;2000;WSM2000;1;80;30;No;1600;91,6;6076;31;99;62;63;26;1000;63,4;196000;0,510204081632653
Palau;2000;PLW2000;1;908;75;Yes;5690;100;330;15;85;42;37,2;27;60;70,49;22000;0,272727272727273
Uzbekistan;2013;UZB2013;2;120;85;Yes;1970;100;725895;22,5;100;71;26;1;6000;62,4;32262000;0,018597731076809
Uzbekistan;2012;UZB2012;2;110;80;Yes;1740;100;677502;21;100;70;26;1;6000;62,4;32262000;0,018597731076809
Honduras;2000;HND2000;2;76;87;Yes;880;80;305745;33;62;58;60;4;1800;61,4;9265000;0,019427954668106
Dominican Republic;2012;DOM2012;2;310;24;Yes;5660;82,9;236874;22;82;96;19;10;2500;65,1;10767000;0,023219095384044
Dominican Republic;2013;DOM2013;2;315;25;Yes;5850;83,3;226107;21;82;97;19;10;2500;65,1;10767000;0,023219095384044
Tunisia;2000;TUN2000;2;121;20;No;2280;90,3;196044;17;80;62;45,1;4,4;100;64,4;11532000;0,000867152271939
Paraguay;2000;PRY2000;2;124;73;Yes;1360;85,4;183897;27;72;13;46;15;1200;62,5;6811000;0,017618558214653
Azerbaijan;2013;AZE2013;2;436;40;Yes;7450;86,3;180584,4;18,3;86;114;48;1;1000;64,7;9868000;0,010133765707337
Nicaragua;2012;NIC2012;2;144;99;Yes;1770;66,8;132070,32;21,24;73;49;17,2;5,7;500;63,8;6218000;0,008041170794468
Nicaragua;2013;NIC2013;2;155;99;Yes;1860;67,8;130578;21;74;49;17,2;5,7;500;63,8;6218000;0,008041170794468
Botswa;2000;BWA2000;2;152;45;Yes;3020;62,4;64176;28;54;3;21,5;6,1;27000;41,9;2292000;1,17801047120419
Bulgaria;2000;BGR2000;1;97;90;Yes;1660;86;63675;9;86;74;59;42;500;63,4;7075000;0,007067137809187
Botswa;2012;BWA2012;3;402;52;Yes;7310;62,4;58331,4;25,45;59;4;21,5;6,1;10000;56,9;2292000;0,43630017452007
Botswa;2013;BWA2013;3;397;72;Yes;7580;63,3;57300;25;60;4;21,5;6,1;10000;56,9;2292000;0,43630017452007
Solomon Islands;2000;SLB2000;2;48;30;Yes;1010;28,9;21996;36;21;15;38,4;15,5;4000;59,1;611000;0,654664484451719
Guya;2000;GUY2000;2;56;89;Yes;870;83,6;20228;26;78;4;27,9;3,5;1000;57,8;778000;0,12853470437018
Solomon Islands;2012;SLB2012;2;101;38;Yes;1510;28,9;19093,75;31,25;29;20;38,4;15,5;4000;62,1;611000;0,654664484451719
Solomon Islands;2013;SLB2013;2;100;40;Yes;1820;29,2;18941;31;30;20;38,4;15,5;4000;62,1;611000;0,654664484451719
Guya;2013;GUY2013;3;250;96;Yes;3890;83,6;14782;19;85;4;27,9;3,5;1000;59;778000;0,12853470437018
Vanuatu;2000;VUT2000;2;52;40;No;1430;57,9;8832;32;53;15;28,5;3,1;200;61,9;276000;0,072463768115942
Tuvalu;2013;TUV2013;1;704;50;No;5590;83,3;259,16;23,56;92;361;50,8;22,7;70;66,9;11000;0,636363636363636
Tuvalu;2012;TUV2012;1;559;50;No;4420;83,3;256,85;23,35;91;358;50,8;22,7;70;66,9;11000;0,636363636363636
Indonesia;2012;IDN2012;2;108;5;No;3570;58,8;5543811;21;64;137;72;4;48000;62,1;263991000;0,01818243803766
Indonesia;2013;IDN2013;2;107;10;No;3730;59,7;5279820;20;65;139;73;4;48000;62,1;263991000;0,01818243803766
Philippines;2012;PHL2012;2;115;15;Yes;2980;71,8;2518032;24;73;325;46;9;10000;61,1;104918000;0,009531252978517
Philippines;2013;PHL2013;2;122;20;Yes;3300;72,5;2495999,22;23,79;74;330;45;9;10000;61,1;104918000;0,009531252978517
Viet m;2000;VNM2000;2;20;5;No;420;73,1;1685736;18;53;250;51;2;26000;62,1;93652000;0,02776235424764
Iran (Islamic Republic of);2000;IRN2000;2;229;5;No;1720;89,6;1542097;19;87;41;30;6;5400;61,8;81163000;0,006653277971489
Iraq;2000;IRQ2000;2;7;5;No;6140;84,8;1377900;36;75;54;33,1;2,9;4000;60,7;38275000;0,010450685826257
Iraq;2012;IRQ2012;2;282;5;No;6140;84,8;1346131,75;35,17;85;75;33,1;2,9;4000;60;38275000;0,010450685826257
Iraq;2013;IRQ2013;2;305;10;No;6850;85,6;1336180,25;34,91;86;78;33,1;2,9;4000;60;38275000;0,010450685826257
Algeria;2000;DZA2000;2;60;5;No;1590;87;826360;20;84;13;21,7;0,9;1000;62,5;41318000;0,002420252674379
Peru;2000;PER2000;2;95;80;Yes;2010;73,7;771960;24;63;20;17,9;4,5;2700;59,9;32165000;0,008394217316959
Guatemala;2012;GTM2012;2;215;20;Yes;3090;62,9;473592;28;66;143;11,7;2,1;2900;62,2;16914000;0,017145559891214
Guatemala;2013;GTM2013;2;222;24;Yes;3310;63,6;456678;27;66;146;11,7;2,1;2900;62,2;16914000;0,017145559891214
Dominican Republic;2000;DOM2000;2;173;20;Yes;2630;82,9;269175;25;79;93;22;15;8300;63,2;10767000;0,077087396675026
Azerbaijan;2012;AZE2012;2;402;30;Yes;6480;84,7;185518,4;18,8;85;112;49;1;1000;64,7;9868000;0,010133765707337
Kyrgyzstan;2012;KGZ2012;1;84;15;Yes;1040;93;170374,8;27,6;96;29;50;4;1000;63,9;6173000;0,016199578810951
Kyrgyzstan;2013;KGZ2013;1;87;40;Yes;1190;93,1;167905,6;27,2;96;30;50;4;1000;63,9;6173000;0,016199578810951
Armenia;2000;ARM2000;2;39;20;Yes;660;89,5;55670;19;90;108;67;3;1000;66,9;2930000;0,034129692832765
Cabo Verde;2000;CPV2000;2;59;15;No;1380;68,1;15834;29;37;108;14;6;200;61,1;546000;0,036630036630037
Vanuatu;2012;VUT2012;2;116;45;No;2950;57,9;7452;27;53;20;28,5;3,1;200;64,6;276000;0,072463768115942
Vanuatu;2013;VUT2013;2;123;45;No;3200;57,9;7452;27;53;21;28,5;3,1;200;64,6;276000;0,072463768115942
Sao Tome and Principe;2013;STP2013;2;110;97;Yes;1480;34,5;7140;35;38;195;6,9;1,2;2000;59;204000;0,980392156862745
Micronesia (Federated States of);2013;FSM2013;2;407;61;Yes;3180;57;2544;24;68;148;39,4;11,5;700;62,5;106000;0,660377358490566
Chi;2000;CHN2000;4;43;15;No;940;73,1;19375734;14;61;134;56;4;7000;64,6;1383981000;0,000505787290432
Philippines;2000;PHL2000;2;33;10;Yes;1220;71,8;3147540;30;67;262;59;13;500;58,8;104918000;0,000476562648926
Egypt;2000;EGY2000;2;80;20;No;1290;94,7;2438825;25;92;70;36;1;500;59,9;97553000;0,0005125419003
